Wavelength (nm),BLANK,ELA_FISH946,ELA_FISH1004,ELA_FISH949,ELA_FISH1015,ELA_FISH932,ELA_FISH922,ELA_FISH1011,ELA_FISH947
610.0717773,-0.000139296,0.007477012,0.001025699,0.000984808,-5.53E-05,0.000141283,0.003445385,0.00359458,0.001116654
609.0358276,-0.000222252,0.007418157,0.000852303,0.000641306,-0.000253712,3.42E-05,0.00341285,0.003502322,0.001084422
607.9996338,-0.000122786,0.00756701,0.000750228,0.000619453,-0.0003129,4.78E-05,0.003447159,0.003211089,0.000918395
606.9630737,-0.000423754,0.00758429,0.000921949,0.000795505,-0.000200001,0.000168291,0.003351229,0.003134948,0.001102717
605.9262695,-7.78E-05,0.00753614,0.000977959,0.000874998,-0.000201553,0.000222884,0.003405988,0.003206603,0.001200073
605.0373535,-0.000159998,0.007356518,0.000904802,0.000719527,-0.000387133,-3.75E-05,0.003299085,0.00311435,0.001024039
604,-0.000184993,0.007497186,0.001038362,0.000928045,-0.000229962,0.000188206,0.003396178,0.003191192,0.001166927
602.9624023,-0.00017542,0.007477487,0.000958242,0.000908278,-0.000176351,0.000104773,0.003436723,0.003328169,0.001219101
602.0727539,-0.000169054,0.007585291,0.000919381,0.000747531,-0.000242691,0.000192842,0.003451439,0.003283331,0.001197426
601.0346069,-0.00012056,0.007774706,0.001229432,0.000936087,2.37E-05,0.000423338,0.003654381,0.003437662,0.00137392
599.9961548,-0.000160101,0.007695151,0.001147928,0.000999052,-4.86E-05,0.000351285,0.003622561,0.00358119,0.001309109
598.9574585,-0.000196689,0.007692411,0.00087933,0.00089012,-0.000213921,0.000221304,0.003608936,0.003630914,0.00127868
598.0668945,-0.000329817,0.007616877,0.001012077,0.000777611,-7.32E-05,0.000185797,0.003836918,0.003535073,0.001218867
597.0276489,-5.94E-05,0.007555078,0.001154806,0.00096382,-0.000119163,0.000292325,0.003942516,0.00369294,0.001325389
595.9881592,-0.000343837,0.007558502,0.000895594,0.000733943,-0.000293034,3.47E-05,0.003684847,0.00351811,0.001200541
594.9483032,4.46E-05,0.007748037,0.001203681,0.000983823,7.30E-05,0.000338461,0.004096637,0.003898686,0.001441312
594.0568237,-0.000214645,0.007788779,0.001220762,0.001042539,-0.000110157,0.000430671,0.003738368,0.004053732,0.001151509
593.0165405,-0.000160929,0.007714044,0.001103366,0.00074499,-0.000402858,0.000190588,0.003634934,0.003974595,0.001226655
591.9758911,-0.000194826,0.007668619,0.001039503,0.000799473,-0.000255782,0.000206024,0.003478158,0.004109337,0.001196933
590.9349976,-0.000273529,0.007807517,0.001243996,0.000965324,-0.00016864,0.000351674,0.003545512,0.004145558,0.001248902
590.0426025,-0.000297845,0.007691278,0.001250745,0.000747531,-0.000120508,0.000167592,0.003379403,0.004229248,0.001224864
589.0012207,-0.000181578,0.007878155,0.001200696,0.000913362,-0.00019731,0.000190614,0.003637466,0.004121385,0.001335022
587.9595337,-3.32E-05,0.007754229,0.001223072,0.000778545,3.00E-05,0.000430257,0.003842611,0.004003149,0.0012954
587.0664063,-6.18E-05,0.008044571,0.00127328,0.000867839,-5.00E-05,0.000372141,0.003776046,0.004015873,0.001358392
586.024231,-0.000264888,0.007983977,0.001077207,0.000783783,-1.76E-05,0.000485115,0.003823285,0.003701424,0.001423314
584.9817505,-0.000358528,0.007739103,0.001231483,0.000817964,-0.000142039,0.000280954,0.003563651,0.003612459,0.001249889
583.9390259,-0.000319833,0.007864317,0.001211235,0.000747116,-7.64E-05,0.000317763,0.003697378,0.003357046,0.001353795
583.0449829,-0.000238655,0.007943612,0.00130659,0.000906177,0.00010542,0.000541017,0.003861049,0.00349632,0.001394617
582.001709,-0.00029143,0.007915614,0.00124397,0.000838142,-0.000260645,0.000400356,0.003735105,0.00332796,0.001300956
580.9581909,-4.32E-05,0.008162197,0.001435079,0.000972277,9.96E-05,0.000634799,0.003973707,0.003496033,0.001397941
580.0635376,-0.000117713,0.008062476,0.001102094,0.000869292,-7.35E-05,0.00057606,0.003734844,0.003405831,0.001488506
579.0194702,-0.000351596,0.007923233,0.001182942,0.000877644,-4.52E-05,0.00053573,0.003780224,0.00341692,0.001332997
577.9751587,-0.000370943,0.007942215,0.001193065,0.000965091,-9.74E-05,0.000433418,0.003628095,0.003484186,0.001376465
576.930542,-0.000379426,0.00811261,0.001295166,0.000970876,1.03E-05,0.000458113,0.003649917,0.003470434,0.001355068
576.0349731,-0.000239638,0.007912504,0.001168562,0.000883376,-4.97E-06,0.000436165,0.003784689,0.003562059,0.001313964
574.9898682,-0.000195136,0.008009684,0.001394903,0.00093217,3.91E-05,0.000605221,0.003725496,0.003672263,0.001378958
573.944519,-0.000259817,0.00797148,0.001142218,0.001046795,9.84E-06,0.000540162,0.003776125,0.003541911,0.001394955
573.0482788,-0.000236171,0.008078405,0.001289792,0.000963249,0.000114923,0.000666972,0.003910701,0.003609771,0.001496948
572.0023804,-0.000227737,0.00796291,0.001232288,0.000877333,-8.41E-05,0.000436786,0.003820256,0.0035927,0.001496766
570.9562378,-0.000183337,0.008018676,0.001241789,0.00100323,6.26E-05,0.000591975,0.003944501,0.003646681,0.001434222
570.0593262,-9.19E-05,0.008226587,0.001292207,0.000957905,0.000175154,0.000519272,0.003945468,0.003635116,0.001483675
569.0126953,-0.000239224,0.008154495,0.001488688,0.00094649,1.00E-04,0.000586065,0.004066797,0.003603506,0.001538433
567.9657593,-0.000316987,0.008290012,0.001544252,0.001067891,0.00011513,0.000693054,0.003971826,0.003633603,0.001516014
567.0682373,-0.000179197,0.008172748,0.001366493,0.00098896,2.29E-05,0.000488562,0.004014018,0.003707038,0.001507624
566.020813,-0.000267009,0.008116567,0.001518144,0.001049909,0.000161429,0.000494833,0.004045475,0.00378576,0.001408303
564.9731445,-0.000263646,0.008168026,0.00133819,0.000993448,5.39E-05,0.00053897,0.003870086,0.003690642,0.001492974
563.9251709,-8.17E-05,0.008307216,0.001545265,0.001088107,0.000295019,0.00064058,0.004075576,0.004027996,0.001685206
563.0267334,-0.00018106,0.008210285,0.001352575,0.00091012,0.000159901,0.000490894,0.003801297,0.003856531,0.001420899
561.9782715,-1.28E-05,0.008467486,0.001429859,0.001183668,0.000279892,0.000787933,0.004021908,0.003973185,0.001674916
560.9295654,-0.000228099,0.008328563,0.001441962,0.001089171,0.00012251,0.000669565,0.003911223,0.004065856,0.001663586
560.0305176,-0.000330955,0.008344975,0.00129553,0.000995524,0.000123468,0.000500561,0.003878235,0.003861075,0.001508585
558.9813232,-0.000203416,0.008322625,0.001403706,0.001134743,0.000227183,0.000678898,0.003940061,0.003978984,0.001605564
557.9318237,-0.000122268,0.008553782,0.001407654,0.001278187,0.000362011,0.000746753,0.003906208,0.004040093,0.001708984
557.0321045,-0.000184579,0.008433834,0.001392981,0.001098046,0.000245676,0.000599415,0.003987266,0.003929847,0.001619647
555.9821777,-0.000199121,0.008635079,0.001428716,0.001028009,0.000335327,0.000741282,0.003961298,0.004049917,0.001687519
554.9319458,-0.000263439,0.008603208,0.00141316,0.001047859,0.000225914,0.000703555,0.003864262,0.004040642,0.001644019
554.0315552,-0.000222511,0.008614192,0.001518976,0.001040801,0.000230317,0.000688828,0.003935202,0.00416495,0.001607799
552.980896,-9.62E-05,0.008609518,0.001653192,0.001131058,0.000292273,0.000699432,0.004005449,0.004289006,0.001635237
551.9299316,-0.000258627,0.008527145,0.001305578,0.001041943,0.000197788,0.000640192,0.003890119,0.004259021,0.001588105
551.0288696,-3.78E-05,0.008638405,0.00150313,0.001234962,0.00042738,0.000695362,0.004021934,0.004506884,0.00173791
549.977417,-0.000217336,0.008596765,0.001440949,0.001208847,0.000431915,0.000767083,0.004010125,0.004541175,0.001648618
548.9257202,-0.000206055,0.008811927,0.001492714,0.001071524,0.000375405,0.000747064,0.004146316,0.004582376,0.001658571
548.0241089,-0.00028905,0.008668774,0.001327466,0.001050998,0.000302557,0.000640943,0.004018486,0.004451097,0.001636276
546.9719238,-0.000247503,0.008546126,0.001387112,0.000992748,0.00036771,0.000604366,0.004000119,0.004517948,0.001675669
546.0698242,-0.0003562,0.008468173,0.001395474,0.000850928,0.000305173,0.000707237,0.003982224,0.004595849,0.00154368
545.0171509,-0.000114401,0.008820064,0.001618088,0.001144502,0.000636744,0.000820246,0.00423594,0.004793282,0.001770633
543.9642334,-0.000308089,0.008543169,0.001413783,0.000971862,0.000320664,0.000742708,0.003960436,0.004537409,0.001488844
543.0615845,-0.000123044,0.008909574,0.001593015,0.001202435,0.000639829,0.000916268,0.004117935,0.004777682,0.001757975
542.0081787,-0.000100064,0.008730546,0.00162991,0.001160594,0.000566236,0.000896968,0.004144931,0.004826994,0.001718288
540.9545288,-0.000105033,0.008537836,0.001582467,0.001146422,0.000525285,0.000825693,0.004127317,0.004842621,0.0017737
540.0512085,-0.000115229,0.008600435,0.001522586,0.00111206,0.000457206,0.000834744,0.004112839,0.004886521,0.001819058
538.9970703,-0.000267941,0.008597611,0.001523677,0.000981513,0.000424556,0.000760911,0.003936325,0.004734186,0.001638563
537.942688,-0.000185407,0.00874465,0.001542251,0.001040801,0.000481979,0.000781475,0.004152562,0.004910266,0.00179478
537.0387573,-7.75E-05,0.008835598,0.001689936,0.001161943,0.000651806,0.000904517,0.004227157,0.0051075,0.001903185
535.9838867,-0.000110416,0.008845372,0.001729827,0.001197919,0.000596278,0.000913881,0.004255336,0.005160674,0.001887507
534.928772,-6.22E-05,0.009026536,0.001701084,0.001130279,0.000694117,0.000907448,0.004234946,0.005141447,0.001877212
534.024231,-0.000144368,0.008927489,0.001711375,0.001273202,0.000750124,0.00095915,0.004366266,0.005224884,0.001934021
532.9686279,-0.000128479,0.008727007,0.001721355,0.00123722,0.000582488,0.000930224,0.00436773,0.005207828,0.001881293
532.0636597,-6.71E-05,0.008879296,0.001756701,0.001335853,0.000664976,0.001000168,0.004467965,0.005368296,0.001969099
531.0076294,-0.000161343,0.009071839,0.001723304,0.001152781,0.00061966,0.00094278,0.004416916,0.005217626,0.001972609
529.951355,-0.000136656,0.009274755,0.001771516,0.001239764,0.000745379,0.000991373,0.004511696,0.005322565,0.001967981
529.0457764,-0.000167657,0.008936843,0.001723824,0.001243295,0.000605455,0.00089881,0.004454287,0.005331606,0.001939586
527.9890137,-9.21E-05,0.008943,0.0017534,0.001298827,0.000555532,0.000883558,0.004462368,0.005409811,0.001989694
526.9320068,-0.000144057,0.009095179,0.001764655,0.001268866,0.000650847,0.00104996,0.004595744,0.005494925,0.002046232
526.0258179,-0.000126823,0.009096368,0.001796625,0.001405057,0.000707107,0.001053593,0.004691244,0.005537868,0.002064724
524.9683228,-0.000147732,0.009030712,0.001699915,0.001278213,0.000732958,0.001019628,0.004716496,0.005326024,0.002029821
524.0617676,-0.000109898,0.009205528,0.001809388,0.001340968,0.00076423,0.001059069,0.004736699,0.005350816,0.002185242
523.0038452,-0.000153839,0.00932458,0.001815652,0.001370648,0.000685328,0.001003852,0.004633209,0.005317691,0.002072085
521.9456787,2.82E-05,0.009345817,0.001945826,0.00149726,0.000789203,0.001010961,0.004915318,0.005454764,0.002248493
521.0384521,-1.59E-05,0.009521501,0.002015856,0.001616477,0.000894582,0.001209808,0.004867227,0.005357157,0.002256091
519.9798584,-0.000215318,0.009438108,0.001911141,0.001428379,0.000725776,0.001006421,0.00476478,0.005265651,0.002094636
519.0722656,-0.000312745,0.00934103,0.001886155,0.001388748,0.000613802,0.000963586,0.004764858,0.005135475,0.002171974
518.0131836,-0.000160049,0.009273882,0.001944058,0.00136478,0.000638247,0.001038984,0.004907281,0.005171624,0.002197132
516.9538574,-0.000329455,0.009324315,0.001961714,0.001294206,0.000498798,0.001044511,0.004812127,0.005142809,0.002129649
516.0456543,-0.000148974,0.009534096,0.002067247,0.001515287,0.000816538,0.001154131,0.004931786,0.005324295,0.002198433
514.9859009,-0.000240828,0.009610256,0.002021655,0.001390073,0.000675605,0.001216089,0.005000545,0.005185193,0.002214954
513.9258423,-9.74E-05,0.009722536,0.002241286,0.001485051,0.000769261,0.001185927,0.005093435,0.005299636,0.002354773
513.0170898,-0.000215214,0.009689897,0.00212879,0.001517677,0.000749061,0.001188704,0.005222002,0.005351287,0.002363414
511.956604,-0.000112175,0.009760896,0.002244018,0.00151191,0.000818794,0.001255003,0.005192581,0.005283207,0.002291819
511.0474548,-0.000218267,0.009787874,0.002362035,0.001565009,0.000825589,0.001361975,0.005401738,0.00535244,0.002350245
509.9865112,-0.000359149,0.009722642,0.001997964,0.001484584,0.000670109,0.001231457,0.005222971,0.005291487,0.002319665
508.925354,-0.000263439,0.009924538,0.002140704,0.001434768,0.000693754,0.001226136,0.005188913,0.005352755,0.002258277
508.0155945,-0.000211023,0.009865641,0.002176943,0.001674448,0.000839231,0.001301398,0.005329221,0.005487139,0.002382961
506.95401,-8.37E-05,0.010084082,0.002157588,0.001802006,0.000913025,0.001305837,0.0053776,0.005554071,0.002551085
506.0438538,-0.000226961,0.01002723,0.002040016,0.001654023,0.000859773,0.001302748,0.005264865,0.005499906,0.002609702
504.9818115,-0.000107206,0.010075684,0.002105093,0.001704904,0.000878241,0.001304929,0.005455158,0.005500535,0.002659679
504.0712891,-0.00019819,0.010197095,0.002255155,0.00177947,0.001021574,0.001341332,0.005471961,0.005682144,0.00266817
503.0087891,-0.000193532,0.010229586,0.002169945,0.001748956,0.000912792,0.001365585,0.005471803,0.005579688,0.002595405
501.9460754,-0.000388271,0.0102316,0.002135163,0.00158917,0.000904854,0.001233456,0.005293977,0.005343871,0.002631343
501.0349731,-0.00024119,0.010399688,0.002218987,0.001731751,0.000933908,0.001225435,0.005399196,0.005368846,0.002712475
499.9718018,-0.000235964,0.010359443,0.00218186,0.001642097,0.001009509,0.0013425,0.005454843,0.005334227,0.002693278
499.0603333,-0.000166725,0.010389587,0.002350791,0.001760522,0.000924413,0.001502585,0.00554243,0.005463703,0.002744177
497.9967041,-0.000278185,0.010423816,0.002395715,0.001833147,0.000965817,0.001403629,0.005596574,0.005399851,0.002740296
496.9328613,-0.000251228,0.010419786,0.002365158,0.00197729,0.001032472,0.001454532,0.005583385,0.005342089,0.00275082
496.020813,-0.000322575,0.010383356,0.002455352,0.001882541,0.001093608,0.001395786,0.0057047,0.005469418,0.002658429
494.956543,-0.00019405,0.010446195,0.002420053,0.001866085,0.001055877,0.001488636,0.00564291,0.005398226,0.00266481
494.0441284,-0.000260542,0.010565375,0.002265407,0.001801798,0.001045861,0.001425833,0.005541696,0.005334489,0.002670227
492.9794006,-0.000177852,0.010844067,0.002469228,0.001953965,0.001152548,0.001668419,0.005712411,0.005562042,0.002764861
492.0666199,-0.000196844,0.010684137,0.002660721,0.002033904,0.001196829,0.001649398,0.005749159,0.005672336,0.002902173
491.0014648,-0.000258472,0.010592908,0.002555277,0.001960518,0.00105201,0.001533653,0.00567981,0.005652273,0.002732038
489.9360962,-0.000280565,0.010848446,0.002572723,0.001893617,0.001175207,0.001615827,0.005804772,0.005761461,0.002822699
489.0227356,-0.000271511,0.010908379,0.002582306,0.002024464,0.001232392,0.001714598,0.005996509,0.005946644,0.002902981
487.9569397,-0.000286204,0.010715232,0.002622202,0.002105171,0.001260766,0.001607123,0.006082315,0.006090164,0.002849745
487.0432129,-0.000153839,0.010724121,0.002656033,0.002008548,0.001186705,0.001605045,0.006266741,0.00626057,0.002984321
485.9769592,-0.000204503,0.010855984,0.002666034,0.001962052,0.001326739,0.001670212,0.006225905,0.006410156,0.002911763
485.0628662,-0.000148198,0.011216908,0.002810115,0.002094272,0.001467857,0.001842402,0.006296077,0.006407608,0.003018806
483.9962158,-0.000218216,0.010693979,0.002751627,0.002085767,0.001209548,0.0016633,0.006497884,0.006396864,0.002956485
482.9293518,-0.000165121,0.010745108,0.002771062,0.00209885,0.001187043,0.001711661,0.006386303,0.006490684,0.003058507
482.014679,-0.000269907,0.010811158,0.002679187,0.002042617,0.001355535,0.001608111,0.006254162,0.006357303,0.002982601
480.9473877,-0.000197258,0.010927863,0.00292826,0.002147,0.001487285,0.001769047,0.006235779,0.006383387,0.003133279
480.0323486,-0.000227633,0.011085439,0.002923204,0.002199135,0.001586468,0.001908384,0.006188881,0.006541321,0.003209055
478.9646301,-0.000321178,0.011027101,0.002864597,0.002201867,0.001551032,0.001789035,0.006287515,0.006599321,0.0031022
478.0492554,-0.000182613,0.011160943,0.002994251,0.002127203,0.001694977,0.001867904,0.006183577,0.006756834,0.003378934
476.9811096,-0.000131584,0.011159163,0.002984191,0.002245371,0.001610969,0.001844351,0.006137472,0.006772741,0.003231143
476.0653687,-0.000271769,0.0113887,0.002971106,0.002172885,0.001644175,0.001971829,0.006231578,0.006875347,0.003167853
474.9967957,-0.000314866,0.011289777,0.002829864,0.002172468,0.001579713,0.001863953,0.006162729,0.006690978,0.003236568
473.928009,-0.000195964,0.011373739,0.002848546,0.00225937,0.001656726,0.001987562,0.006348555,0.006782417,0.00324194
473.0117188,-0.000193222,0.011539877,0.002924324,0.002291403,0.001665379,0.001945566,0.006369255,0.006839162,0.003279706
471.9425354,-0.000199069,0.011701533,0.002786615,0.002391004,0.001793298,0.002049977,0.006468245,0.00693847,0.003507724
471.0258789,-0.000271718,0.011661353,0.003006998,0.002384809,0.00173739,0.002067221,0.006611885,0.006856465,0.003312388
469.9562683,-0.000306589,0.011720414,0.002933472,0.002374398,0.001734869,0.002114275,0.006516251,0.006778367,0.003457466
469.0392761,-0.000227582,0.011732993,0.003010073,0.002456185,0.001721121,0.002135007,0.006607811,0.00675481,0.003520668
467.9692383,-0.000252988,0.011927338,0.003056734,0.002501406,0.0018306,0.002332027,0.0067317,0.006828538,0.003544756
467.0519104,-0.000221113,0.011805763,0.003171348,0.002672858,0.001884361,0.002188885,0.006791251,0.006943546,0.003679939
465.9814453,-0.00014975,0.012022574,0.003212523,0.00262353,0.001982023,0.002239777,0.006763144,0.006876478,0.003588681
465.0637512,-0.000108138,0.012147885,0.003292825,0.002803549,0.002239985,0.002427576,0.006952542,0.007242559,0.003808897
463.9929199,-0.000179818,0.012016187,0.003150566,0.002591993,0.002219013,0.002322007,0.006791093,0.006972402,0.003777012
463.0748596,-8.50E-05,0.01233203,0.003274541,0.002887059,0.002264964,0.002452489,0.006930421,0.007000838,0.00384141
462.0036011,-0.000109536,0.012560802,0.003379925,0.002750012,0.00223962,0.002339314,0.007027488,0.007033433,0.003910623
460.9321289,-0.000187891,0.012555925,0.003366829,0.002796932,0.002396366,0.00247256,0.00705548,0.007201683,0.003943744
460.0135498,-0.000407564,0.012299353,0.003279966,0.002883177,0.002271964,0.002372185,0.007131839,0.007267959,0.003864131
458.9416809,-0.000285325,0.012302283,0.003375699,0.00289016,0.002116148,0.002410734,0.007139128,0.007097131,0.003948394
458.0227661,-0.000155599,0.01257495,0.003377603,0.0030748,0.002242821,0.002590509,0.007419026,0.007523128,0.004166492
456.9505005,-0.000213662,0.012635069,0.003519519,0.002900584,0.002245007,0.002576161,0.007365838,0.007443805,0.004125618
456.0312195,-9.69E-05,0.012776257,0.00356707,0.003072375,0.002225128,0.002736623,0.007543199,0.007662639,0.004192472
454.9585266,-0.000270579,0.012700447,0.003477949,0.00295453,0.002078068,0.002524839,0.007396144,0.007540064,0.00411101
454.0389404,-0.000266026,0.012798359,0.003461406,0.002964538,0.002146011,0.002623165,0.007394222,0.007632077,0.004257479
452.9658508,-0.000252522,0.013035245,0.003721032,0.003194008,0.002313315,0.002751471,0.007588452,0.007846762,0.004275883
452.0458984,-0.000311193,0.01277034,0.003522781,0.003109005,0.002338039,0.002655824,0.007509696,0.007638058,0.004282654
450.9724426,-0.000236275,0.013015053,0.003606351,0.003154581,0.002353081,0.002834189,0.007642431,0.007878235,0.004370161
450.0521545,-0.00039603,0.013175684,0.003688501,0.003194738,0.002303322,0.002752748,0.007612345,0.007612108,0.004295987
448.9782715,-0.00036158,0.013181101,0.003655008,0.003249816,0.002474539,0.002864884,0.007633105,0.007718787,0.004403449
448.0576477,-0.000246623,0.013476162,0.003846633,0.003417024,0.00244533,0.002937042,0.007782928,0.007738181,0.00447113
446.9833984,-0.000308555,0.013341713,0.00393865,0.003344759,0.002525594,0.002888154,0.007949122,0.007824253,0.004584757
446.0624084,-0.000398565,0.013386026,0.003741867,0.003388664,0.002389052,0.002872545,0.007911713,0.007749697,0.004546773
444.9877625,-0.000221476,0.013542841,0.004045815,0.003549375,0.002703671,0.003068283,0.008095388,0.007914903,0.004633052
444.0664673,-0.000211333,0.013678341,0.004164976,0.003566156,0.002710965,0.003150774,0.008223475,0.008036238,0.00470315
442.9914246,-0.000302812,0.013764557,0.004213016,0.003707403,0.002766555,0.003173851,0.00818016,0.008071521,0.004721468
442.0697937,-0.000194619,0.013803141,0.004223968,0.003656914,0.00281741,0.003191661,0.008317797,0.008069834,0.004925267
440.9943542,-0.000315746,0.013814926,0.00428864,0.003664823,0.002826112,0.003322665,0.008338246,0.008269723,0.004832779
440.0723877,-0.000410823,0.013874949,0.00440609,0.003627808,0.002835727,0.003269142,0.008343234,0.008335001,0.004945532
438.996582,-0.000311659,0.013860357,0.004291961,0.003725392,0.0028468,0.003352977,0.008366271,0.008346717,0.004877856
438.0742798,-0.000213869,0.014223092,0.004450024,0.003819264,0.00302136,0.003528209,0.008635184,0.008461732,0.005125652
436.9980774,-0.000350975,0.014208782,0.004601395,0.003864392,0.00295956,0.003423781,0.00848116,0.008343524,0.005088485
436.07547,-0.000108345,0.014182919,0.00463627,0.00387369,0.003102591,0.003596328,0.008567327,0.008537361,0.005199418
434.9988708,-0.000359045,0.014440312,0.004604352,0.003904432,0.003122797,0.003565634,0.008575563,0.008528069,0.005248149
434.0759277,-0.000305761,0.014568971,0.004841888,0.003961873,0.003094379,0.003673882,0.008646882,0.00870844,0.005211051
432.9989624,-0.000252315,0.014522476,0.004822256,0.004124782,0.003196981,0.003879749,0.008861778,0.009190986,0.005384257
432.0756836,-0.000305451,0.014586613,0.004821392,0.004248121,0.003337429,0.003911928,0.008958274,0.009400279,0.005320548
430.9983521,-0.000358321,0.014510217,0.004718877,0.004035834,0.003170148,0.003712338,0.008858212,0.009430965,0.005261145
430.0747681,-0.00019436,0.014917377,0.004878693,0.004261479,0.003481289,0.003936377,0.009135598,0.009714727,0.005570799
428.9970398,-0.000164293,0.015114761,0.005114284,0.004301921,0.003549871,0.004212075,0.009299719,0.009815648,0.005615113
428.0731201,-0.000368874,0.015268797,0.005053103,0.004334262,0.003587062,0.004040197,0.009396391,0.009699135,0.005610813
426.9950256,-0.000298259,0.015194613,0.005121356,0.004400782,0.003711946,0.004197829,0.009493693,0.009709009,0.005737644
426.0707703,-0.000260438,0.015350689,0.005083771,0.004460224,0.003620708,0.004205488,0.009591731,0.009583951,0.005805926
424.9923096,-0.000434615,0.015345139,0.005205051,0.004477695,0.003817854,0.004326,0.009664434,0.00949618,0.00578717
424.067749,-0.000253815,0.015588141,0.005278857,0.004737379,0.003979768,0.004407058,0.010101569,0.009575826,0.006128361
422.9888916,-0.00024207,0.015613096,0.005334384,0.004696582,0.003966105,0.004418903,0.009959684,0.009403771,0.006130619
422.0640259,-0.000233325,0.015666068,0.005460951,0.004813174,0.004160716,0.004573822,0.01006045,0.009592525,0.006161338
420.9848022,-0.000384547,0.015627719,0.005388476,0.004808986,0.004030112,0.004581016,0.010163599,0.009554445,0.006180373
